Country ISO,Country,Section,Question,Description,Value,Unit
EGY,Egypt,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,15.88,%
FJI,Fiji,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,30.82,%
GRC,Greece,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,39.95,%
IDN,Indonesia,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,28.8,%
IND,India,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,18.74,%
JPN,Japan,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,21.31,%
KGZ,Kyrgyzstan,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,9.84,%
KOR,Republic of Korea,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,38.4,%
NGA,Nigeria,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,27.82,%
PAK,Pakistan,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,22.47,%
RUS,Russian Federation,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,27.4,%
TUN,Tunisia,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,15.18,%
TUR,Türkiye,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,21.75,%
USA,United States of America,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,40.01,%
ZAF,South Africa,Trust in AI Systems,Q18. Trust in AI Systems: Not very confident,Trust in AI Systems: Not very confident,22.48,%
AUS,Australia,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,31.4,%
BGD,Bangladesh,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,11.29,%
BRA,Brazil,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,35.7,%
CHN,China,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,2.61,%
COM,Comoros,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,14.37,%
DEU,Germany,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,24.83,%
EGY,Egypt,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,11.03,%
FJI,Fiji,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,12.36,%
GRC,Greece,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,31.61,%
IDN,Indonesia,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,3.69,%
IND,India,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,16.52,%
JPN,Japan,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,8.37,%
KGZ,Kyrgyzstan,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,6.5,%
KOR,Republic of Korea,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,10.85,%
NGA,Nigeria,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,23.87,%
PAK,Pakistan,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,21.91,%
RUS,Russian Federation,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,13.57,%
TUN,Tunisia,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,15.47,%
TUR,Türkiye,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,29.16,%
USA,United States of America,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,30.86,%
ZAF,South Africa,Trust in AI Systems,Q18. Trust in AI Systems: Not at all confident,Trust in AI Systems: Not at all confident,20.3,%
